zero_prompt1,zero_prompt2,zero_prompt3,references
"Refactored code to rename data files in the Job class.
Handled potential exceptions during the renaming process.
Added logic to revert the renaming if it fails.","fix: Rename data files in Job class

This commit fixes an issue in the Job class where data files were not being renamed correctly when the job name was changed. The code now properly renames the data files and handles any exceptions that may occur during the renaming process. If the renaming fails, the code reverts back to the original job name.

The commit message follows the conventional format:
fix: <brief description>",Fix job renaming issue,"improved the robustness in case of failed rename (issue #1662)

git-svn-id: https://hudson.dev.java.net/svn/hudson/trunk/hudson/main@9106 71c3de6d-444a-0410-be80-ed276b4c234a"
"feat: Add code to serialize node attributes in RestClusterStateAction

The commit adds code to serialize node attributes in the RestClusterStateAction class. It iterates through the attributes map and adds each key-value pair to the JSON object builder.",feat: Add attribute information to cluster state response in RestClusterStateAction,Add node attributes to cluster state response in RestClusterStateAction,add nodes attributes to cluster state
Updated copyright year in AbstractReactiveWebInitializer. Assert message updated in AbstractReactiveWebInitializer. Updated copyright year in AbstractDispatcherHandlerInitializer. Assert message updated in AbstractDispatcherHandlerInitializer. Updated copyright year in AbstractServletHttpHandlerAdapterInitializer. Updated Assert message in AbstractServletHttpHandlerAdapterInitializer. Updated copyright year in AbstractDispatcherServletInitializer. Assert message updated in AbstractDispatcherServletInitializer.,"fix: Resolve null and empty values for getServletName() in AbstractReactiveWebInitializer and AbstractDispatcherHandlerInitializer
fix: Resolve null and empty values for getServletName() in AbstractServletHttpHandlerAdapterInitializer
fix: Resolve null and empty values for getServletName() in AbstractDispatcherServletInitializer
fix: Throw IllegalStateException if registration is null in registerHandlerAdapter() and registerDispatcherServlet() methods.",Updated copyright year to 2018 in AbstractReactiveWebInitializer and AbstractDispatcherHandlerInitializer. Updated version number in AbstractDispatcherHandlerInitializer. Updated deprecation message in AbstractDispatcherHandlerInitializer. Updated copyright year to 2018 in AbstractServletHttpHandlerAdapterInitializer. Updated copyright year to 2018 in AbstractDispatcherServletInitializer.,Consistent assertions for template method result vs servlet registration
Refactored StreamMapUnitTest code and removed unused test cases,refactor tests to remove redundant code,Refactored StreamMapUnitTest class and removed unused test methods,BAEL-2514 - Removed unit tests for orElse cases removed from tutorial
"- Refactored code to try and parse string value using standard date/time formats
- Added logic to try and parse string value as java date
- Replaced old code for handling BIGINT type with new code to handle BigInteger values
- Fixed error handling when copying from clipboard","feat: Add alternative parsing method for date/time values

This commit adds an alternative parsing method for date/time values in the JDBCDateTimeValueHandler class. If the standard format parsing fails, the code now tries to parse the string as a Java Date object. If successful, it returns the parsed date; otherwise, it logs a warning and returns null. This change improves the handling of different date/time formats.

fix: Remove unnecessary switch case in JDBCNumberValueHandler

This commit removes an unnecessary switch case in the JDBCNumberValueHandler class. The switch case for java.sql.Types.BIGINT simply assigned the long value from the ResultSet to the value variable, which is already done in the default case. Removing this switch case reduces duplication in the code.

refactor: Update error log level in ResultSetViewer

This commit updates the log level for an error message in the ResultSetViewer class. The error message is related to copying values from the clipboard, and it is now logged at the debug level instead of the error level. This change reduces the noise in the log file and provides a more accurate representation of the severity of the issue.","Fix parsing error in JDBCDateTimeValueHandler_new and JDBCNumberValueHandler_new

Correct error handling in ResultSetViewer_new","BIGINT handle fix
Filters formatter warnings suppressed"
Null Values due to token limit,Null Values due to token limit,Null Values due to token limit,Polish
"Remove unnecessary code in FooUnitTest

The unnecessary code to make sure the collection isn't sorted accidentally has been removed.","Refactor FooUnitTest to remove unnecessary code

Co-authored-by: [your-name] <[your-email]>",Remove unnecessary code in FooUnitTest,Update FooUnitTest.java
Fix MongoDB version in test files,"refactor: Update MongoDB version in integration tests

The MongoDB version used in the integration tests has been updated to the latest version. The code now uses the default MongoDB container without specifying a version.","Updated MongoDBContainer instance to use default image version.

Updated MongoDBContainer instance to use default image version.

Updated MongoDBContainer instance to use default image version.

Updated MongoDBContainer instance to use default image version.","Remove useless version override for MongoDBContainer

Closes gh-23520"
"Add null check for activeObject.getParentObject()
Check if showObject is an instance of DBSInstance and not an instance of DBPDataSourceContainer, if so, set showObject to its parent object.
Add comment explaining the reason for the null check and conditional assignment.
Check if showObject is an instance of DBPDataSource, if so, set showObject to its container.","feat: Add handling for DBSInstance in NavigatorHandlerLinkEditor

This commit adds a code snippet to handle the case where the showObject is an instance of DBSInstance but not an instance of DBPDataSourceContainer. In this case, the parent object is used instead.",Improve handling of showObject in NavigatorHandlerLinkEditor,Active object detect fix
"Added methods removePhiOut, removePhiIn, and phiOutIndex to SSAUtils class.

- The removePhiOut method removes the outgoing values of the jump instruction in a block with a single successor. 
- The removePhiIn method removes the incoming values of the label instruction in a block with multiple predecessors.
- The phiOutIndex method returns the index of the jump instruction in the list of instructions for a block with a single successor.","feat: Add methods to remove phi nodes and get the index of the last phi instruction

The commit adds the following methods:
- `removePhiOut()` to remove outgoing values of a phi node within a block after merging
- `removePhiIn()` to clear incoming values of a phi node in a block with multiple predecessors
- `phiOutIndex()` to get the index of the last phi instruction in a block with a single successor

These methods are added to the `SSAUtils` class.",Add methods to remove and index phi instructions,SSAUtils: add removePhiOut/removePhiIn/phiOutIndex.
"Refactored FakeAdaptiveMediaPeriod to use List instead of array for sampleStreams

Updated the assignment of sampleStreams to use an ArrayList

Updated the assignment of sequenceableLoader to use the updated sampleStreams

Removed the unused method newSampleStreamArray","refactor: Update sampleStreams to use List instead of array

The sampleStreams field in the FakeAdaptiveMediaPeriod class has been updated to use a List instead of an array. This change improves flexibility and simplifies the code.",Refactor FakeAdaptiveMediaPeriod to use List instead of array for sampleStreams,"Fix generics warning in FakeAdaptiveMediaPeriod.

Remove all generic arrays from this class.

FakeAdaptiveMediaPeriod.java:171: warning: [rawtypes] found raw type: ChunkSampleStream
    return new ChunkSampleStream[length];
               ^
  missing type arguments for generic class ChunkSampleStream<T>
  where T is a type-variable:
    T extends ChunkSource declared in class ChunkSampleStream

PiperOrigin-RevId: 284761750"
